nombre,descripcion,orden,ra_sistema_id,abreviatura_id
d),Se han aplicado las leyes financieras de capitalización simple o compuesta en función del tipo de operaciones.,4,PIAC_AFIN_AND_5,PIAC_AFIN_AND_5_4
e),Se ha calculado la liquidación de efectos comerciales en operaciones de descuento.,5,PIAC_AFIN_AND_5,PIAC_AFIN_AND_5_5
f),Se han calculado las comisiones y gastos en determinados productos y servicios bancarios relacionados con el aplazamiento del pago o el descuento comercial.,6,PIAC_AFIN_AND_5,PIAC_AFIN_AND_5_6
a),Se han identificado y codificado las cuentas que intervienen en las operaciones relacionadas con la actividad comercial conforme al PGC.,1,PIAC_AFIN_AND_6,PIAC_AFIN_AND_6_1
b),Se han aplicado criterios de cargo y abono según el PGC.,2,PIAC_AFIN_AND_6,PIAC_AFIN_AND_6_2
c),Se han efectuado los asientos correspondientes a los hechos contables más habituales del proceso comercial.,3,PIAC_AFIN_AND_6,PIAC_AFIN_AND_6_3
d),Se han contabilizado las operaciones relativas a la liquidación de IVA.,4,PIAC_AFIN_AND_6,PIAC_AFIN_AND_6_4
e),Se han registrado los hechos contables previos al cierre del ejercicio económico.,5,PIAC_AFIN_AND_6,PIAC_AFIN_AND_6_5
f),Se ha calculado el resultado contable y el balance de situación final.,6,PIAC_AFIN_AND_6,PIAC_AFIN_AND_6_6
g),Se ha preparado la información económica relevante para elaborar la memoria para un ejercicio económico concreto.,7,PIAC_AFIN_AND_6,PIAC_AFIN_AND_6_7
h),Se han utilizado aplicaciones informáticas específicas.,8,PIAC_AFIN_AND_6,PIAC_AFIN_AND_6_8
i),Se han realizado las copias de seguridad según el protocolo establecido para salvaguardar los datos registrados.,9,PIAC_AFIN_AND_6,PIAC_AFIN_AND_6_9
j),"Se ha gestionado la documentación, manifestando rigor y precisión.",10,PIAC_AFIN_AND_6,PIAC_AFIN_AND_6_10
a),Se han establecido la función y los métodos de control de la tesorería en la empresa.,1,PIAC_AFIN_AND_7,PIAC_AFIN_AND_7_1
b),Se han cumplimentado los distintos libros y registros de tesorería.,2,PIAC_AFIN_AND_7,PIAC_AFIN_AND_7_2
c),Se han ejecutado las operaciones del proceso de arqueo y cuadre de la caja y se han detectado las desviaciones.,3,PIAC_AFIN_AND_7,PIAC_AFIN_AND_7_3
d),Se ha cotejado la información de los extractos bancarios con el libro de registro del banco.,4,PIAC_AFIN_AND_7,PIAC_AFIN_AND_7_4
e),Se han descrito las utilidades de un calendario de vencimientos en términos de previsión financiera.,5,PIAC_AFIN_AND_7,PIAC_AFIN_AND_7_5
f),Se ha relacionado el servicio de tesorería y el resto de departamentos con empresas y entidades externas.,6,PIAC_AFIN_AND_7,PIAC_AFIN_AND_7_6
g),"Se ha valorado la utilización de medios on-line, administración electrónica y otros sustitutivos de la presentación física de los documentos.",7,PIAC_AFIN_AND_7,PIAC_AFIN_AND_7_7
h),"Se han efectuado los procedimientos de acuerdo con los principios de responsabilidad, seguridad y confidencialidad de la información.",8,PIAC_AFIN_AND_7,PIAC_AFIN_AND_7_8
i),Se ha utilizado la hoja de cálculo y otras herramientas informáticas para la gestión de tesorería.,9,PIAC_AFIN_AND_7,PIAC_AFIN_AND_7_9
j),Se ha identificado el procedimiento para gestionar la presentación de documentos de cobro y pago ante las administraciones públicas.,10,PIAC_AFIN_AND_7,PIAC_AFIN_AND_7_10
a),"Se han identificado los tipos de instituciones empresariales, describiendo sus características jurídicas, funcionales y organizativas.",1,CAC_AFIN_AND_1,CAC_AFIN_AND_1_1
b),"Se han relacionado las funciones tipo de la organización: dirección, planificación, organización, ejecución y control.",2,CAC_AFIN_AND_1,CAC_AFIN_AND_1_2
c),Se han relacionado los distintos estilos de mando de una organización con el clima laboral que generan.,3,CAC_AFIN_AND_1,CAC_AFIN_AND_1_3
d),Se ha identificado la estructura organizativa para una asistencia o la prestación de un servicio de calidad.,4,CAC_AFIN_AND_1,CAC_AFIN_AND_1_4
e),Se han definido los canales formales de comunicación en la organización a partir de su organigrama.,5,CAC_AFIN_AND_1,CAC_AFIN_AND_1_5
f),Se han diferenciado los procesos de comunicación internos formales e informales.,6,CAC_AFIN_AND_1,CAC_AFIN_AND_1_6
g),"Se ha valorado la influencia de la comunicación informal y las cadenas de rumores en las organizaciones, y su repercusión en las actuaciones del servicio de información prestado.",7,CAC_AFIN_AND_1,CAC_AFIN_AND_1_7
h),"Se ha relacionado el proceso de demanda de información de acuerdo con el tipo de cliente, interno y externo, que puede intervenir en la misma.",8,CAC_AFIN_AND_1,CAC_AFIN_AND_1_8
i),Se ha valorado la importancia de la transmisión de la imagen corporativa de la organización en las comunicaciones formales.,9,CAC_AFIN_AND_1,CAC_AFIN_AND_1_9
j),Se han identificado los aspectos más significativos que transmiten la imagen corporativa en las comunicaciones institucionales y promocionales de la organización.,10,CAC_AFIN_AND_1,CAC_AFIN_AND_1_10
a),Se han identificado los elementos y las etapas de un proceso de comunicación.,1,CAC_AFIN_AND_2,CAC_AFIN_AND_2_1
b),Se han aplicado las distintas técnicas de comunicación oral presencial y telefónica.,2,CAC_AFIN_AND_2,CAC_AFIN_AND_2_2
c),Se ha aplicado el protocolo de comunicación verbal y no verbal en las comunicaciones presenciales y no presenciales.,3,CAC_AFIN_AND_2,CAC_AFIN_AND_2_3
d),Se ha utilizado el léxico y las expresiones adecuadas al tipo de comunicación y a los interlocutores.,4,CAC_AFIN_AND_2,CAC_AFIN_AND_2_4
e),"Se han identificado los elementos necesarios para realizar y recibir una llamada telefónica efectiva en sus distintas fases: preparación, presentación-identificación y realización de la misma.",5,CAC_AFIN_AND_2,CAC_AFIN_AND_2_5
f),Se han tenido en cuenta las costumbres socioculturales y los usos empresariales y se ha valorado la importancia de la transmisión de la imagen corporativa.,6,CAC_AFIN_AND_2,CAC_AFIN_AND_2_6
g),"Se ha valorado si la información es transmitida con claridad, de forma estructurada, con precisión, con cortesía, con respeto y con sensibilidad.",7,CAC_AFIN_AND_2,CAC_AFIN_AND_2_7
h),Se han detectado las interferencias que producen las barreras de la comunicación en la comprensión de un mensaje y se han propuesto las acciones correctivas necesarias.,8,CAC_AFIN_AND_2,CAC_AFIN_AND_2_8
i),Se han aplicado convenientemente elementos de comunicación no verbal en los mensajes emitidos.,9,CAC_AFIN_AND_2,CAC_AFIN_AND_2_9
j),Se han comprobado los errores cometidos y se han propuesto las acciones correctoras necesarias.,10,CAC_AFIN_AND_2,CAC_AFIN_AND_2_10
a),Se han identificado los soportes y los canales para elaborar y transmitir los documentos.,1,CAC_AFIN_AND_3,CAC_AFIN_AND_3_1
b),"Se han diferenciado los soportes más apropiados en función de los criterios de rapidez, seguridad y confidencialidad.",2,CAC_AFIN_AND_3,CAC_AFIN_AND_3_2
c),"Se ha identificado al destinatario, observando las debidas normas de protocolo.",3,CAC_AFIN_AND_3,CAC_AFIN_AND_3_3
d),Se han diferenciado las estructuras y estilos de redacción propias de la documentación profesional.,4,CAC_AFIN_AND_3,CAC_AFIN_AND_3_4
e),"Se ha redactado el documento apropiado, utilizando una estructura, terminología y forma adecuadas, en función de su finalidad y de la situación de partida.",5,CAC_AFIN_AND_3,CAC_AFIN_AND_3_5
f),"Se han utilizado las aplicaciones informáticas de procesamiento de textos y autoedición, así como sus herramientas de corrección.",6,CAC_AFIN_AND_3,CAC_AFIN_AND_3_6
g),Se han publicado documentos con herramientas de la web 2.0.,7,CAC_AFIN_AND_3,CAC_AFIN_AND_3_7
h),Se ha adecuado la documentación escrita al manual de estilo de organizaciones tipo.,8,CAC_AFIN_AND_3,CAC_AFIN_AND_3_8
i),"Se ha utilizado la normativa sobre protección de datos y conservación de documentos, establecida para las empresas e instituciones públicas y privadas.",9,CAC_AFIN_AND_3,CAC_AFIN_AND_3_9
j),"Se han aplicado, en la elaboración de la documentación, las técnicas 3R (reducir, reutilizar y reciclar).",10,CAC_AFIN_AND_3,CAC_AFIN_AND_3_10
k),"Se han aplicado técnicas de transmisión de la imagen corporativa en las comunicaciones escritas, valorando su importancia para las organizaciones.",11,CAC_AFIN_AND_3,CAC_AFIN_AND_3_11
a),"Se han identificado los medios, procedimientos y criterios más adecuados en la recepción, registro, distribución y transmisión de comunicación escrita a través de los medios telemáticos.",1,CAC_AFIN_AND_4,CAC_AFIN_AND_4_1
b),Se han determinado las ventajas e inconvenientes de la utilización de los distintos medios de transmisión de la comunicación escrita.,2,CAC_AFIN_AND_4,CAC_AFIN_AND_4_2
c),"Se ha seleccionado el medio de transmisión más adecuado en función de los criterios de urgencia, coste y seguridad.",3,CAC_AFIN_AND_4,CAC_AFIN_AND_4_3
d),Se han identificado los soportes de archivo y registro más utilizados en función de las características de la información que se va a almacenar.,4,CAC_AFIN_AND_4,CAC_AFIN_AND_4_4
e),Se han analizado las técnicas de mantenimiento del archivo de gestión de correspondencia convencional.,5,CAC_AFIN_AND_4,CAC_AFIN_AND_4_5
f),"Se ha determinado el sistema de clasificación, registro y archivo apropiado al tipo de documentos.",6,CAC_AFIN_AND_4,CAC_AFIN_AND_4_6
g),Se han reconocido los procedimientos de consulta y conservación de la información y documentación.,7,CAC_AFIN_AND_4,CAC_AFIN_AND_4_7
h),"Se han respetado los niveles de protección, seguridad y acceso a la información según la normativa vigente y se han aplicado, en la elaboración y archivo de la documentación, las técnicas 3R (reducir, reutilizar, reciclar).",8,CAC_AFIN_AND_4,CAC_AFIN_AND_4_8
i),"Se han registrado los correos electrónicos recibidos o emitidos de forma organizada y rigurosa, según técnicas de gestión eficaz.",9,CAC_AFIN_AND_4,CAC_AFIN_AND_4_9
j),Se ha realizado la gestión y mantenimiento de libretas de direcciones.,10,CAC_AFIN_AND_4,CAC_AFIN_AND_4_10
k),Se ha valorado la importancia de la firma digital en la correspondencia electrónica.,11,CAC_AFIN_AND_4,CAC_AFIN_AND_4_11
a),Se han aplicado técnicas de comunicación y habilidades sociales que facilitan la empatía con el cliente/usuario en situaciones de atención/asesoramiento al mismo.,1,CAC_AFIN_AND_5,CAC_AFIN_AND_5_1
b),Se han identificado las fases que componen el proceso de atención al cliente/consumidor/usuario a través de diferentes canales de comunicación.,2,CAC_AFIN_AND_5,CAC_AFIN_AND_5_2
c),Se ha adoptado la actitud más adecuada según el comportamiento del cliente ante diversos tipos de situaciones.,3,CAC_AFIN_AND_5,CAC_AFIN_AND_5_3
d),Se han analizado las motivaciones de compra o demanda de un producto o servicio por parte del cliente/usuario.,4,CAC_AFIN_AND_5,CAC_AFIN_AND_5_4
e),"Se ha obtenido, en su caso, la información histórica del cliente.",5,CAC_AFIN_AND_5,CAC_AFIN_AND_5_5
f),Se ha aplicado la forma y actitud adecuadas en la atención y asesoramiento a un cliente en función del canal de comunicación utilizado.,6,CAC_AFIN_AND_5,CAC_AFIN_AND_5_6
g),Se han analizado y solucionado los errores más habituales que se cometen en la comunicación con el cliente/usuario.,7,CAC_AFIN_AND_5,CAC_AFIN_AND_5_7
a),Se han descrito las funciones del departamento de atención al cliente en empresas.,1,CAC_AFIN_AND_6,CAC_AFIN_AND_6_1
b),Se ha valorado la importancia de una actitud proactiva para anticiparse a incidencias en los procesos.,2,CAC_AFIN_AND_6,CAC_AFIN_AND_6_2
c),Se ha interpretado la comunicación recibida por parte del cliente.,3,CAC_AFIN_AND_6,CAC_AFIN_AND_6_3
d),Se han relacionado los elementos de la queja/reclamación con las fases que componen el plan interno de resolución de quejas/reclamaciones.,4,CAC_AFIN_AND_6,CAC_AFIN_AND_6_4
e),Se han diferenciado los tipos de demanda o reclamación.,5,CAC_AFIN_AND_6,CAC_AFIN_AND_6_5
f),Se ha gestionado la información que hay que suministrar al cliente.,6,CAC_AFIN_AND_6,CAC_AFIN_AND_6_6
g),"Se han determinado los documentos propios de la gestión de consultas, quejas y reclamaciones.",7,CAC_AFIN_AND_6,CAC_AFIN_AND_6_7
h),"Se han redactado escritos de respuesta, utilizando medios electrónicos u otros canales de comunicación.",8,CAC_AFIN_AND_6,CAC_AFIN_AND_6_8
i),Se ha valorado la importancia de la protección del consumidor.,9,CAC_AFIN_AND_6,CAC_AFIN_AND_6_9
j),Se ha aplicado la normativa en materia de consumo.,10,CAC_AFIN_AND_6,CAC_AFIN_AND_6_10
a),Se ha valorado la importancia del servicio posventa en los procesos comerciales.,1,CAC_AFIN_AND_7,CAC_AFIN_AND_7_1
b),Se han identificado los elementos que intervienen en la atención posventa.,2,CAC_AFIN_AND_7,CAC_AFIN_AND_7_2
c),Se han identificado las situaciones comerciales que precisan seguimiento y servicio posventa.,3,CAC_AFIN_AND_7,CAC_AFIN_AND_7_3
d),Se han aplicado los métodos más utilizados habitualmente en el control de calidad del servicio posventa y los elementos que intervienen en la fidelización del cliente.,4,CAC_AFIN_AND_7,CAC_AFIN_AND_7_4
e),Se han distinguido los momentos o fases que estructuran el proceso de posventa.,5,CAC_AFIN_AND_7,CAC_AFIN_AND_7_5
f),Se han utilizado las herramientas de gestión de un servicio posventa.,6,CAC_AFIN_AND_7,CAC_AFIN_AND_7_6
g),Se han descrito las fases del procedimiento de relación con los clientes.,7,CAC_AFIN_AND_7,CAC_AFIN_AND_7_7
h),Se han descrito los estándares de calidad definidos en la prestación del servicio.,8,CAC_AFIN_AND_7,CAC_AFIN_AND_7_8
i),Se han detectado y solventado los errores producidos en la prestación del servicio.,9,CAC_AFIN_AND_7,CAC_AFIN_AND_7_9
j),Se ha aplicado el tratamiento adecuado en la gestión de las anomalías producidas.,10,CAC_AFIN_AND_7,CAC_AFIN_AND_7_10
a),Se ha seleccionado la normativa que regula la contratación laboral.,1,GRH_AFIN_AND_1,GRH_AFIN_AND_1_1
b),Se han identificado las fases del proceso de contratación.,2,GRH_AFIN_AND_1,GRH_AFIN_AND_1_2
c),Se han interpretado las funciones de los organismos públicos que intervienen en el proceso de contratación.,3,GRH_AFIN_AND_1,GRH_AFIN_AND_1_3
d),"Se han determinado las distintas modalidades de contratación laboral vigentes y sus elementos, aplicables a cada colectivo.",4,GRH_AFIN_AND_1,GRH_AFIN_AND_1_4
e),Se ha propuesto la modalidad de contrato más adecuado a las necesidades del puesto de trabajo y a las características de empresas y trabajadores.,5,GRH_AFIN_AND_1,GRH_AFIN_AND_1_5
f),Se han especificado las funciones de los convenios colectivos y las variables que regulan con relación a la contratación laboral.,6,GRH_AFIN_AND_1,GRH_AFIN_AND_1_6
g),Se ha cumplimentado la documentación que se genera en cada una de las fases del proceso de contratación.,7,GRH_AFIN_AND_1,GRH_AFIN_AND_1_7
h),Se han reconocido las vías de comunicación convencionales y telemáticas con las personas y organismos oficiales que intervienen en el proceso de contratación.,8,GRH_AFIN_AND_1,GRH_AFIN_AND_1_8
i),"Se han empleado programas informáticos específicos para la confección, registro y archivo de la información y documentación relevante en el proceso de contratación.",9,GRH_AFIN_AND_1,GRH_AFIN_AND_1_9
a),"Se ha seleccionado la normativa en vigor que regula la modificación, suspensión y extinción del contrato de trabajo.",1,GRH_AFIN_AND_2,GRH_AFIN_AND_2_1
b),"Se han efectuado los cálculos sobre los conceptos retributivos derivados de las situaciones de modificación, suspensión y extinción del contrato de trabajo.",2,GRH_AFIN_AND_2,GRH_AFIN_AND_2_2
c),"Se ha identificado y cumplimentado la documentación que se genera en los procesos de modificación, suspensión y extinción del contrato de trabajo.",3,GRH_AFIN_AND_2,GRH_AFIN_AND_2_3
d),"Se han reconocido las vías de comunicación, convencionales y telemáticas, con las personas y organismos oficiales implicadas en un proceso de modificación, suspensión o extinción de contrato de trabajo.",4,GRH_AFIN_AND_2,GRH_AFIN_AND_2_4
e),"Se ha comunicado, en tiempo y forma, a los trabajadores los cambios producidos por la modificación, suspensión o extinción del contrato laboral.",5,GRH_AFIN_AND_2,GRH_AFIN_AND_2_5
f),"Se han empleado programas informáticos específicos para la confección, registro y archivo de la información y documentación relevante en el proceso de proceso de modificación, suspensión o extinción de contrato de trabajo.",6,GRH_AFIN_AND_2,GRH_AFIN_AND_2_6
a),Se han reconocido los trámites obligatorios para el empresario ante la Seguridad Social.,1,GRH_AFIN_AND_3,GRH_AFIN_AND_3_1
b),Se ha seleccionado y analizado la normativa que regula las bases de cotización y la determinación de aportaciones a la Seguridad Social.,2,GRH_AFIN_AND_3,GRH_AFIN_AND_3_2
c),Se han calculado las principales prestaciones económicas de la Seguridad Social.,3,GRH_AFIN_AND_3,GRH_AFIN_AND_3_3
